DriverNumber,Driver,GridPosition,ClassifiedPosition,TyreStrategy,Status,GP,Year
27,HUL,20.0,17,"['HARD', 'SOFT']",Lapped,Azerbaijan Grand Prix,2023
77,BOT,13.0,18,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']",Lapped,Azerbaijan Grand Prix,2023
24,ZHO,15.0,R,"['MEDIUM', 'HARD']",Retired,Azerbaijan Grand Prix,2023
21,DEV,18.0,R,['HARD'],Retired,Azerbaijan Grand Prix,2023
1,VER,9.0,1,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2023
11,PER,1.0,2,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
14,ALO,2.0,3,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
63,RUS,6.0,4,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
55,SAI,3.0,5,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
44,HAM,13.0,6,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2023
16,LEC,7.0,7,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
10,GAS,5.0,8,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
31,OCO,8.0,9,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2023
20,MAG,4.0,10,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
22,TSU,17.0,11,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2023
18,STR,18.0,12,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2023
77,BOT,10.0,13,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
23,ALB,11.0,14,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
27,HUL,12.0,15,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2023
24,ZHO,14.0,16,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2023
4,NOR,16.0,17,"['SOFT', 'HARD']",Finished,Miami Grand Prix,2023
21,DEV,15.0,18,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2023
81,PIA,19.0,19,"['SOFT', 'HARD']",Lapped,Miami Grand Prix,2023
2,SAR,20.0,20,"['MEDIUM', 'HARD']",Lapped,Miami Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'INTERMEDIATE']",Finished,Monaco Grand Prix,2023
14,ALO,2.0,2,"['HARD', 'MEDIUM', 'INTERMEDIATE']",Finished,Monaco Grand Prix,2023
31,OCO,3.0,3,"['MEDIUM', 'HARD', 'INTERMEDIATE']",Finished,Monaco Grand Prix,2023
44,HAM,5.0,4,"['MEDIUM', 'HARD', 'INTERMEDIATE']",Finished,Monaco Grand Prix,2023
63,RUS,8.0,5,"['HARD', 'INTERMEDIATE']",Finished,Monaco Grand Prix,2023
16,LEC,6.0,6,"['HARD', 'MEDIUM', 'INTERMEDIATE']",Finished,Monaco Grand Prix,2023
10,GAS,7.0,7,"['HARD', 'MEDIUM', 'INTERMEDIATE']",Finished,Monaco Grand Prix,2023
55,SAI,4.0,8,"['HARD', 'MEDIUM', 'INTERMEDIATE']",Finished,Monaco Grand Prix,2023
4,NOR,10.0,9,"['MEDIUM', 'HARD', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
81,PIA,11.0,10,"['HARD', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
77,BOT,15.0,11,"['HARD', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
21,DEV,12.0,12,"['MEDIUM', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
24,ZHO,19.0,13,"['SOFT', 'HARD', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
23,ALB,13.0,14,"['MEDIUM', 'HARD', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
22,TSU,9.0,15,"['MEDIUM', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
11,PER,20.0,16,"['MEDIUM', 'HARD', 'MEDIUM', 'INTERMEDIATE', 'WET', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
27,HUL,18.0,17,"['MEDIUM', 'HARD', 'INTERMEDIATE', 'WET']",Lapped,Monaco Grand Prix,2023
2,SAR,16.0,18,"['MEDIUM', 'HARD', 'SOFT', 'INTERMEDIATE']",Lapped,Monaco Grand Prix,2023
20,MAG,17.0,19,"['HARD', 'WET']",Retired,Monaco Grand Prix,2023
18,STR,14.0,R,"['HARD', 'INTERMEDIATE']",Retired,Monaco Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'HARD', 'SOFT']",Finished,Spanish Grand Prix,2023
44,HAM,4.0,2,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Spanish Grand Prix,2023
63,RUS,12.0,3,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Spanish Grand Prix,2023
11,PER,11.0,4,"['MEDIUM', 'HARD', 'SOFT']",Finished,Spanish Grand Prix,2023
55,SAI,2.0,5,"['SOFT', 'MEDIUM', 'HARD']",Finished,Spanish Grand Prix,2023
18,STR,5.0,6,"['SOFT', 'SOFT', 'HARD']",Finished,Spanish Grand Prix,2023
14,ALO,8.0,7,"['SOFT', 'SOFT', 'HARD']",Finished,Spanish Grand Prix,2023
31,OCO,6.0,8,"['SOFT', 'MEDIUM', 'HARD']",Finished,Spanish Grand Prix,2023
24,ZHO,13.0,9,"['SOFT', 'HARD', 'HARD']",Finished,Spanish Grand Prix,2023
10,GAS,10.0,10,"['SOFT', 'MEDIUM', 'HARD']",Finished,Spanish Grand Prix,2023
16,LEC,19.0,11,"['HARD', 'SOFT', 'HARD']",Finished,Spanish Grand Prix,2023
22,TSU,15.0,12,"['SOFT', 'HARD', 'MEDIUM']",Finished,Spanish Grand Prix,2023
81,PIA,9.0,13,"['SOFT', 'HARD', 'MEDIUM']",Lapped,Spanish Grand Prix,2023
21,DEV,14.0,14,"['SOFT', 'HARD', 'MEDIUM']",Lapped,Spanish Grand Prix,2023
27,HUL,7.0,15,"['SOFT', 'MEDIUM', 'HARD', 'MEDIUM']",Lapped,Spanish Grand Prix,2023
23,ALB,18.0,16,"['SOFT', 'HARD', 'MEDIUM']",Lapped,Spanish Grand Prix,2023
4,NOR,3.0,17,"['SOFT', 'HARD', 'MEDIUM', 'SOFT']",Lapped,Spanish Grand Prix,2023
20,MAG,17.0,18,"['SOFT', 'MEDIUM', 'HARD', 'MEDIUM']",Lapped,Spanish Grand Prix,2023
77,BOT,16.0,19,"['SOFT', 'HARD', 'HARD']",Lapped,Spanish Grand Prix,2023
2,SAR,20.0,20,"['MEDIUM', 'HARD', 'HARD']",Lapped,Spanish Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2023
14,ALO,2.0,2,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2023
44,HAM,3.0,3,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2023
16,LEC,10.0,4,"['MEDIUM', 'HARD']",Finished,Canadian Grand Prix,2023
55,SAI,11.0,5,"['MEDIUM', 'HARD']",Finished,Canadian Grand Prix,2023
11,PER,12.0,6,"['HARD', 'MEDIUM', 'SOFT']",Finished,Canadian Grand Prix,2023
23,ALB,9.0,7,"['MEDIUM', 'HARD']",Finished,Canadian Grand Prix,2023
31,OCO,6.0,8,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2023
18,STR,16.0,9,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2023
77,BOT,14.0,10,"['HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2023
81,PIA,8.0,11,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2023
10,GAS,15.0,12,"['SOFT', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2023
4,NOR,7.0,13,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2023
22,TSU,19.0,14,"['MEDIUM', 'HARD', 'None']",Finished,Canadian Grand Prix,2023
27,HUL,5.0,15,"['MEDIUM', 'HARD', 'HARD']",Lapped,Canadian Grand Prix,2023
24,ZHO,20.0,16,"['MEDIUM', 'HARD', 'HARD']",Lapped,Canadian Grand Prix,2023
20,MAG,13.0,17,"['HARD', 'MEDIUM', 'MEDIUM']",Lapped,Canadian Grand Prix,2023
21,DEV,17.0,18,"['MEDIUM', 'HARD', 'HARD']",Lapped,Canadian Grand Prix,2023
63,RUS,4.0,R,"['MEDIUM', 'HARD']",Retired,Canadian Grand Prix,2023
2,SAR,18.0,R,['MEDIUM'],Retired,Canadian Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM', 'SOFT']",Finished,Austrian Grand Prix,2023
16,LEC,2.0,2,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Finished,Austrian Grand Prix,2023
11,PER,15.0,3,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Finished,Austrian Grand Prix,2023
4,NOR,4.0,4,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Finished,Austrian Grand Prix,2023
14,ALO,7.0,5,"['HARD', 'HARD', 'MEDIUM', 'MEDIUM']",Finished,Austrian Grand Prix,2023
55,SAI,3.0,6,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Finished,Austrian Grand Prix,2023
63,RUS,11.0,7,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Austrian Grand Prix,2023
44,HAM,5.0,8,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Austrian Grand Prix,2023
18,STR,6.0,9,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD', 'MEDIUM']",Finished,Austrian Grand Prix,2023
10,GAS,9.0,10,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Austrian Grand Prix,2023
23,ALB,10.0,11,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Finished,Austrian Grand Prix,2023
24,ZHO,17.0,12,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Lapped,Austrian Grand Prix,2023
2,SAR,18.0,13,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Lapped,Austrian Grand Prix,2023
31,OCO,12.0,14,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD']",Lapped,Austrian Grand Prix,2023
77,BOT,14.0,15,"['HARD', 'HARD', 'MEDIUM', 'HARD']",Lapped,Austrian Grand Prix,2023
81,PIA,13.0,16,"['MEDIUM', 'MEDIUM', 'HARD', 'HARD', 'MEDIUM']",Lapped,Austrian Grand Prix,2023
21,DEV,20.0,17,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Lapped,Austrian Grand Prix,2023
20,MAG,19.0,18,"['HARD', 'MEDIUM', 'HARD', 'HARD']",Lapped,Austrian Grand Prix,2023
22,TSU,16.0,19,"['MEDIUM', 'HARD', 'HARD', 'HARD', 'MEDIUM']",Lapped,Austrian Grand Prix,2023
27,HUL,8.0,R,"['MEDIUM', 'MEDIUM', 'HARD']",Retired,Austrian Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
4,NOR,2.0,2,"['MEDIUM', 'HARD']",Finished,British Grand Prix,2023
44,HAM,7.0,3,"['MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
81,PIA,3.0,4,"['MEDIUM', 'HARD']",Finished,British Grand Prix,2023
63,RUS,6.0,5,"['SOFT', 'MEDIUM']",Finished,British Grand Prix,2023
11,PER,15.0,6,"['MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
14,ALO,9.0,7,"['MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
23,ALB,8.0,8,"['MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
16,LEC,4.0,9,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,British Grand Prix,2023
55,SAI,5.0,10,"['MEDIUM', 'HARD']",Finished,British Grand Prix,2023
2,SAR,14.0,11,"['MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
77,BOT,20.0,12,"['HARD', 'SOFT']",Finished,British Grand Prix,2023
27,HUL,11.0,13,"['HARD', 'MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
18,STR,12.0,14,"['MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
24,ZHO,17.0,15,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,British Grand Prix,2023
22,TSU,16.0,16,"['SOFT', 'HARD', 'SOFT']",Finished,British Grand Prix,2023
21,DEV,18.0,17,"['SOFT', 'MEDIUM', 'SOFT']",Finished,British Grand Prix,2023
10,GAS,10.0,18,"['MEDIUM', 'SOFT']",Retired,British Grand Prix,2023
20,MAG,19.0,R,['MEDIUM'],Retired,British Grand Prix,2023
31,OCO,13.0,R,['SOFT'],Retired,British Grand Prix,2023
1,VER,2.0,1,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Hungarian Grand Prix,2023
4,NOR,3.0,2,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Hungarian Grand Prix,2023
11,PER,9.0,3,"['HARD', 'MEDIUM', 'MEDIUM']",Finished,Hungarian Grand Prix,2023
44,HAM,1.0,4,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Hungarian Grand Prix,2023
81,PIA,4.0,5,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Hungarian Grand Prix,2023
63,RUS,18.0,6,"['HARD', 'MEDIUM', 'MEDIUM']",Finished,Hungarian Grand Prix,2023
16,LEC,6.0,7,"['MEDIUM', 'HARD', 'HARD']",Finished,Hungarian Grand Prix,2023
55,SAI,11.0,8,"['SOFT', 'HARD', 'HARD']",Finished,Hungarian Grand Prix,2023
14,ALO,8.0,9,"['MEDIUM', 'HARD', 'HARD']",Finished,Hungarian Grand Prix,2023
18,STR,14.0,10,"['SOFT', 'HARD', 'HARD']",Lapped,Hungarian Grand Prix,2023
23,ALB,16.0,11,"['MEDIUM', 'HARD', 'HARD']",Lapped,Hungarian Grand Prix,2023
77,BOT,7.0,12,"['MEDIUM', 'HARD', 'HARD']",Lapped,Hungarian Grand Prix,2023
3,RIC,13.0,13,"['MEDIUM', 'HARD', 'MEDIUM']",Lapped,Hungarian Grand Prix,2023
27,HUL,10.0,14,"['MEDIUM', 'HARD', 'HARD']",Lapped,Hungarian Grand Prix,2023
22,TSU,17.0,15,"['SOFT', 'HARD', 'MEDIUM']",Lapped,Hungarian Grand Prix,2023
24,ZHO,5.0,16,"['MEDIUM', 'HARD', 'HARD']",Lapped,Hungarian Grand Prix,2023
20,MAG,19.0,17,"['MEDIUM', 'HARD', 'HARD']",Lapped,Hungarian Grand Prix,2023
2,SAR,20.0,18,"['MEDIUM', 'HARD', 'HARD']",Retired,Hungarian Grand Prix,2023
31,OCO,12.0,R,['MEDIUM'],Retired,Hungarian Grand Prix,2023
10,GAS,15.0,R,['SOFT'],Retired,Hungarian Grand Prix,2023
1,VER,6.0,1,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
11,PER,2.0,2,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
16,LEC,1.0,3,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
44,HAM,3.0,4,"['SOFT', 'MEDIUM', 'SOFT', 'MEDIUM']",Finished,Belgian Grand Prix,2023
14,ALO,9.0,5,"['MEDIUM', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
63,RUS,8.0,6,"['MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
4,NOR,7.0,7,"['MEDIUM', 'HARD', 'SOFT']",Finished,Belgian Grand Prix,2023
31,OCO,14.0,8,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
18,STR,10.0,9,"['MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
22,TSU,11.0,10,"['MEDIUM', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
10,GAS,12.0,11,"['SOFT', 'MEDIUM']",Finished,Belgian Grand Prix,2023
77,BOT,13.0,12,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,Belgian Grand Prix,2023
24,ZHO,17.0,13,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
23,ALB,15.0,14,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
20,MAG,16.0,15,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,Belgian Grand Prix,2023
3,RIC,19.0,16,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,Belgian Grand Prix,2023
2,SAR,18.0,17,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Belgian Grand Prix,2023
27,HUL,20.0,18,"['MEDIUM', 'SOFT', 'SOFT']",Finished,Belgian Grand Prix,2023
55,SAI,4.0,R,"['SOFT', 'MEDIUM']",Retired,Belgian Grand Prix,2023
81,PIA,5.0,R,['MEDIUM'],Retired,Belgian Grand Prix,2023
1,VER,1.0,1,"['SOFT', 'INTERMEDIATE', 'SOFT', 'SOFT', 'INTERMEDIATE', 'WET', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
14,ALO,5.0,2,"['SOFT', 'INTERMEDIATE', 'SOFT', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
10,GAS,12.0,3,"['SOFT', 'INTERMEDIATE', 'SOFT', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
11,PER,7.0,4,"['SOFT', 'INTERMEDIATE', 'SOFT', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
55,SAI,6.0,5,"['SOFT', 'INTERMEDIATE', 'SOFT', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
44,HAM,13.0,6,"['MEDIUM', 'INTERMEDIATE', 'SOFT', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
4,NOR,2.0,7,"['SOFT', 'INTERMEDIATE', 'SOFT', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
23,ALB,4.0,8,"['SOFT', 'MEDIUM', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
81,PIA,8.0,9,"['SOFT', 'SOFT', 'MEDIUM', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
31,OCO,16.0,10,"['SOFT', 'INTERMEDIATE', 'SOFT', 'SOFT', 'WET', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
18,STR,11.0,11,"['SOFT', 'INTERMEDIATE', 'SOFT', 'MEDIUM', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
27,HUL,14.0,12,"['SOFT', 'MEDIUM', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
40,LAW,19.0,13,"['SOFT', 'INTERMEDIATE', 'SOFT', 'MEDIUM', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
77,BOT,18.0,14,"['SOFT', 'MEDIUM', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
22,TSU,17.0,15,"['SOFT', 'INTERMEDIATE', 'SOFT', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
20,MAG,0.0,16,"['SOFT', 'INTERMEDIATE', 'SOFT', 'MEDIUM', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
63,RUS,3.0,17,"['SOFT', 'INTERMEDIATE', 'SOFT', 'HARD', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE', 'INTERMEDIATE']",Finished,Dutch Grand Prix,2023
24,ZHO,15.0,R,"['SOFT', 'INTERMEDIATE', 'MEDIUM', 'SOFT', 'INTERMEDIATE']",Accident,Dutch Grand Prix,2023
16,LEC,9.0,R,"['SOFT', 'INTERMEDIATE', 'SOFT']",Undertray,Dutch Grand Prix,2023
2,SAR,10.0,R,['SOFT'],Accident,Dutch Grand Prix,2023
1,VER,2.0,1,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
11,PER,5.0,2,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
55,SAI,1.0,3,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
16,LEC,3.0,4,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
63,RUS,4.0,5,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
44,HAM,8.0,6,"['HARD', 'MEDIUM']",Finished,Italian Grand Prix,2023
23,ALB,6.0,7,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
4,NOR,9.0,8,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
14,ALO,10.0,9,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
77,BOT,14.0,10,"['HARD', 'MEDIUM']",Finished,Italian Grand Prix,2023
40,LAW,12.0,11,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Italian Grand Prix,2023
81,PIA,7.0,12,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Italian Grand Prix,2023
2,SAR,15.0,13,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
24,ZHO,16.0,14,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Italian Grand Prix,2023
10,GAS,17.0,15,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Italian Grand Prix,2023
18,STR,20.0,16,"['MEDIUM', 'HARD']",Finished,Italian Grand Prix,2023
27,HUL,13.0,17,"['MEDIUM', 'HARD', 'MEDIUM']",Lapped,Italian Grand Prix,2023
20,MAG,19.0,18,"['HARD', 'MEDIUM', 'MEDIUM']",Lapped,Italian Grand Prix,2023
31,OCO,18.0,R,"['MEDIUM', 'HARD']",Retired,Italian Grand Prix,2023
22,TSU,11.0,W,['MEDIUM'],Did not start,Italian Grand Prix,2023
55,SAI,1.0,1,"['MEDIUM', 'HARD']",Finished,Singapore Grand Prix,2023
4,NOR,4.0,2,"['MEDIUM', 'HARD']",Finished,Singapore Grand Prix,2023
44,HAM,5.0,3,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Singapore Grand Prix,2023
16,LEC,3.0,4,"['SOFT', 'HARD']",Finished,Singapore Grand Prix,2023
1,VER,11.0,5,"['HARD', 'MEDIUM']",Finished,Singapore Grand Prix,2023
10,GAS,12.0,6,"['MEDIUM', 'HARD']",Finished,Singapore Grand Prix,2023
81,PIA,17.0,7,"['MEDIUM', 'HARD']",Finished,Singapore Grand Prix,2023
11,PER,13.0,8,"['HARD', 'MEDIUM']",Finished,Singapore Grand Prix,2023
40,LAW,10.0,9,"['MEDIUM', 'HARD']",Finished,Singapore Grand Prix,2023
20,MAG,6.0,10,"['MEDIUM', 'HARD', 'SOFT']",Finished,Singapore Grand Prix,2023
23,ALB,14.0,11,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Singapore Grand Prix,2023
24,ZHO,19.0,12,"['SOFT', 'HARD', 'MEDIUM']",Finished,Singapore Grand Prix,2023
27,HUL,9.0,13,"['MEDIUM', 'HARD']",Finished,Singapore Grand Prix,2023
2,SAR,18.0,14,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Singapore Grand Prix,2023
14,ALO,7.0,15,"['MEDIUM', 'HARD', 'SOFT']",Finished,Singapore Grand Prix,2023
63,RUS,2.0,16,"['MEDIUM', 'HARD', 'MEDIUM']",Retired,Singapore Grand Prix,2023
77,BOT,16.0,R,"['HARD', 'MEDIUM']",Retired,Singapore Grand Prix,2023
31,OCO,8.0,R,"['MEDIUM', 'HARD']",Retired,Singapore Grand Prix,2023
22,TSU,15.0,R,['SOFT'],Retired,Singapore Grand Prix,2023
18,STR,,W,,Withdrew,Singapore Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2023
4,NOR,3.0,2,"['MEDIUM', 'HARD', 'HARD']",Finished,Japanese Grand Prix,2023
81,PIA,2.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Japanese Grand Prix,2023
16,LEC,4.0,4,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2023
44,HAM,7.0,5,"['MEDIUM', 'HARD', 'HARD']",Finished,Japanese Grand Prix,2023
55,SAI,6.0,6,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2023
63,RUS,8.0,7,"['MEDIUM', 'HARD']",Finished,Japanese Grand Prix,2023
14,ALO,10.0,8,"['SOFT', 'HARD', 'HARD']",Finished,Japanese Grand Prix,2023
31,OCO,14.0,9,"['MEDIUM', 'HARD', 'HARD']",Finished,Japanese Grand Prix,2023
10,GAS,12.0,10,"['MEDIUM', 'HARD', 'HARD']",Finished,Japanese Grand Prix,2023
40,LAW,11.0,11,"['SOFT', 'MEDIUM', 'HARD']",Lapped,Japanese Grand Prix,2023
22,TSU,9.0,12,"['SOFT', 'MEDIUM', 'HARD']",Lapped,Japanese Grand Prix,2023
24,ZHO,19.0,13,"['SOFT', 'SOFT', 'SOFT', 'HARD']",Lapped,Japanese Grand Prix,2023
27,HUL,18.0,14,"['SOFT', 'MEDIUM', 'HARD', 'MEDIUM']",Lapped,Japanese Grand Prix,2023
20,MAG,15.0,15,"['MEDIUM', 'HARD', 'HARD']",Lapped,Japanese Grand Prix,2023
23,ALB,13.0,R,"['MEDIUM', 'MEDIUM', 'SOFT']",Retired,Japanese Grand Prix,2023
2,SAR,20.0,R,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Retired,Japanese Grand Prix,2023
18,STR,17.0,R,"['SOFT', 'MEDIUM']",Retired,Japanese Grand Prix,2023
11,PER,5.0,R,"['MEDIUM', 'HARD', 'SOFT', 'SOFT', 'SOFT']",Retired,Japanese Grand Prix,2023
77,BOT,16.0,R,"['SOFT', 'SOFT', 'HARD']",Retired,Japanese Grand Prix,2023
1,VER,1.0,1,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Qatar Grand Prix,2023
81,PIA,6.0,2,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Finished,Qatar Grand Prix,2023
4,NOR,10.0,3,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD']",Finished,Qatar Grand Prix,2023
63,RUS,2.0,4,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",Finished,Qatar Grand Prix,2023
16,LEC,5.0,5,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Qatar Grand Prix,2023
14,ALO,4.0,6,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Qatar Grand Prix,2023
31,OCO,8.0,7,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,Qatar Grand Prix,2023
77,BOT,9.0,8,"['SOFT', 'MEDIUM', 'HARD', 'HARD']",Finished,Qatar Grand Prix,2023
24,ZHO,19.0,9,"['MEDIUM', 'HARD', 'HARD', 'SOFT']",Finished,Qatar Grand Prix,2023
